,cd_indicador,nm_indicador,dc_formula_indicador,dc_conceito_indicador,dc_interpretacao_indicador,dc_nota_tecnica,in_visibilidade,cd_tipo_situacao,dt_atualizacao,cd_operador,cd_tipo_unidade_medida,cd_fonte,nm_completo_indicador,dc_periodicidade_indicador,dc_unidade_territorial,dc_serie_historica,dc_tag_indicador,dc_observacao_indicador,tx_fonte_indicador,in_consideracao_regiao
49,283.0,Número de famílias beneficiadas por procedimentos de regularização fundiária em assentamentos precários,"[{""caractere"":""V0280"",""tipo"":""variavel""}]","A definição do número de famílias beneficiadas por Prefeitura Regional trata-se de uma estimativa podendo sofrer alterações uma vez que envolve procedimentos de regularização fundiária cuja conclusão depende, muitas vezes, de fatores externos à SEHAB/COHAB, como a intervenção de outros órgãos, tais como cartórios e órgãos de licenciamento ambiental.",,,False,1,2019-08-06 14:32:13.465559,184147,1,,Apresenta o número de famílias beneficiadas por procedimentos de regularização fundiária.,Anual,Município,2017,,,Secretaria Municipal de Habitação (SEHAB),True
50,78.0,TESTE GLAUBER,"[{""caractere"":""V0016"",""tipo"":""variavel""}]",,,,False,3,2019-07-12 13:14:37.280680,64323,2,,,,,,,,,True
51,295.0,Quantidade de famílias que recebem recursos dos programas de transferência de renda,"[{""caractere"":""V0206"",""tipo"":""variavel""}]","Total de famílias beneficiárias dos Programas Renda Mínima e Renda Cidadã, com base nas informações de folha de pagamento do Banco de Dados BDC (municipal) e PróSocial (estadual) respectivamente, e total de beneficiários do Programa Bolsa Família, com base no CadÚnico.",,"As totalizações excluem dupla contagem (existem beneficiários de dois ou mais Programas de PRT, que só são contados uma vez).",False,1,2019-08-12 15:14:32.306339,184147,1,,"Total de famílias residentes do município de São Paulo que recebem recursos dos Programas Renda Mínima, Renda Cidadã e Bolsa Família.",Anual,Município; Distrito,Início: 2013 - atualmente,,,Secretaria Municipal de Assistência e Desenvolvimento Social (SMADS),True
52,215.0,Taxa de desemprego (%),"[{""caractere"":""V0170"",""tipo"":""variavel""}]",,,,False,1,2019-10-03 14:45:04.712317,184147,2,,Percentual da população economicamente ativa desempregada na cidade de São Paulo.,Anual,Município,Início: 2006 - Atualmente,,,Pesquisa de Emprego e Desemprego (PED) / SEADE - DIEESE,True
53,302.0,Responsáveis por domicílios sem rendimento (%),"[{""caractere"":""V0308"",""tipo"":""variavel""}]",Representa a porcentagem de pessoas que são responsáveis por domicílios particulares permanentes e que se encontravam sem rendimento. Quanto maior for este indicador mais pessoas responsáveis por domicílios particulares se encontravam sem rendimento de acordo com o Censo Demográfico IBGE.,,,False,1,2019-08-06 11:24:02.451395,184147,2,,Percentual de pessoas que são responsáveis por domicílios particulares permanentes que se encontravam sem rendimento de acordo com o Censo Demográfico IBGE.,Decenal,Município; Distrito,2000 e 2010,,,Instituto Brasileiro de Geografia e Estatística (IBGE),True
54,296.0,Percentual de embarques realizados com o bilhete único Especial Pessoa com Deficiência,"[{""caractere"":""("",""tipo"":""agregador""},{""caractere"":""V0335"",""tipo"":""variavel""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""V0336"",""tipo"":""variavel""},{""caractere"":"")"",""tipo"":""agregador""},{""caractere"":""*"",""tipo"":""operador""},{""caractere"":""100"",""tipo"":""constante""}]",Valores altos representam o fortalecimento da acessibilidade no transporte público municipal e o fortalecimento de políticas que estimulam o deslocamento e acesso á cidade por pessoas com deficiência ,,,False,1,2019-08-12 15:13:17.756695,184147,2,,Mede o percentual de embarques realizados por pessoas com deficiência em ônibus da frota municipal ,Mensal,Município,Início: 2017 - Atualmente,,,Secretaria Municipal da Pessoa com Deficiência (SMPED); Secretaria Municipal de Mobilidade e Transportes (SMT),True
55,218.0,Créditos gerados pela Nota Fiscal Paulistana (em milhões R$),"[{""caractere"":""V0175"",""tipo"":""variavel""}]",Exprime o valor dos créditos gerados na Nota Fiscal Paulistana.,,,False,1,2019-08-02 16:57:00.723272,184144,2,,Valor dos créditos gerados na Nota Fiscal Paulistana.,Anual,Município,Início: 2006 - atualmente,,,Secretaria Municipal da Fazenda (SF),True
56,300.0,Domicílios com renda per capita de até 1/2 Salário Mínimo (%),"[{""caractere"":""("",""tipo"":""agregador""},{""caractere"":""V0306"",""tipo"":""variavel""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""V0281"",""tipo"":""variavel""},{""caractere"":"")"",""tipo"":""agregador""},{""caractere"":""*"",""tipo"":""operador""},{""caractere"":""100"",""tipo"":""constante""}]",Domicílios particulares permanentes sem rendimentos e Domicílios particulares permanentes com rendimento per capita até 1/2 salário mínimo em relação ao total de domicílios particulares permanentes da cidade de São Paulo de acordo com o Censo Demográfico IBGE.,,,False,1,2019-08-06 11:39:45.363819,184147,2,,Porcentagem de domicílios com renda de até 1/2 salário mínimo per capita em relação ao total de domicílios particulares permanentes da cidade de acordo com o Censo Demográfico IBGE.,Decenal,Município,2010,,,Instituto Brasileiro de Geografia e Estatística (IBGE),True
57,93.0,Resolubilidade da atenção pré-hospitalar móvel do Serviço de Atendimento Móvel de Urgência (%),"[{""caractere"":""("",""tipo"":""agregador""},{""caractere"":""V0094"",""tipo"":""variavel""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""V0096"",""tipo"":""variavel""},{""caractere"":"")"",""tipo"":""agregador""},{""caractere"":""*"",""tipo"":""operador""},{""caractere"":""100"",""tipo"":""constante""}]",,,,False,3,2019-07-15 11:48:09.389707,34141,2,,,,,,,,,True
58,301.0,Domicílios com renda per capita de até 1/8 Salário Mínimo (%),"[{""caractere"":""("",""tipo"":""agregador""},{""caractere"":""V0307"",""tipo"":""variavel""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""V0281"",""tipo"":""variavel""},{""caractere"":"")"",""tipo"":""agregador""},{""caractere"":""*"",""tipo"":""operador""},{""caractere"":""100"",""tipo"":""constante""}]",Domicílios particulares permanentes sem rendimentos e Domicílios particulares permanentes com rendimento per capita até 1/8 salário mínimo em relação ao total de domicílios particulares permanentes da cidade de São Paulo de acordo com o Censo Demográfico IBGE.,,,False,1,2019-08-06 11:41:33.834747,184147,2,,"Porcentagem de domicílios com renda de até 1/8 salário mínimo per capita em relação ao total de domicílios particulares permanentes da cidade, de acordo com o Censo Demográfico IBGE.",Decenal,Município,2010,,,Instituto Brasileiro de Geografia e Estatística (IBGE),True
59,299.0,Rendimento médio mensal dos responsáveis por domicílios (R$),"[{""caractere"":""V0305"",""tipo"":""variavel""}]",Representa o rendimento médio mensal das pessoas responsáveis pelos domicílios particulares permanentes do município de São Paulo. Quanto maior for este indicador mais elevada é a renda média mensal das pessoas responsáveis pelos domicílios.,,,False,1,2019-08-06 11:43:55.776768,184147,2,,"Representa a renda média mensal em valores nominais daqueles considerados responsáveis pelos domicílios, de acordo com o Censo Demográfico IBGE.",Decenal,Município,2010,,,Instituto Brasileiro de Geografia e Estatística (IBGE),True
60,298.0,População com renda domiciliar per capita que integra o 1% com maior rendimento,"[{""caractere"":""V0304"",""tipo"":""variavel""}]",,,,False,3,2019-08-02 15:10:10.674085,184146,2,,,,,,,,,True
61,314.0,Número de pessoas direcionadas a oportunidades de inclusão produtiva,"[{""caractere"":""V0321"",""tipo"":""variavel""}]",,,,False,3,2019-08-05 15:36:46.809206,184147,1,,,,,,,,,True
62,224.0,Orçamento empenhado com Educação - referência mínimo constitucional e lei orgânica municipal (%),"[{""caractere"":""("",""tipo"":""agregador""},{""caractere"":""V0184"",""tipo"":""variavel""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""V0183"",""tipo"":""variavel""},{""caractere"":"")"",""tipo"":""agregador""},{""caractere"":""*"",""tipo"":""operador""},{""caractere"":""100"",""tipo"":""constante""}]","Este indicador permite visualizar se a Prefeitura de São Paulo está respeitando a participação mínima das despesas com educação dentre a receita de impostos. Este valor foi estabelecido pela Constituição Federal para gastos com Manutenção e Desenvolvimento do Ensino em 25% e acrescido da Lei Orgânica do Município em 6% para gastos com Educação Inclusiva, totalizando a participação mínima de 31%.",,,False,1,2019-08-12 16:14:35.258875,184147,2,,"Apresenta a relação entre a parte dos Recursos Públicos destinados à Educação, proveniente da receita resultante de impostos e das receitas vinculadas ao ensino, e as Despesas com Manutenção e Desenvolvimento do Enesino (MDE) e com Educação Inclusiva, além da Receita e Despesa resultante do Fundo De Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação (FUNDEB) . Este valor é o mesmo cômputo oficial da Prefeitura de São Paulo (ver nota técnica) para averiguar o cumprimento dos limites mínimos estabelecidos pela Constituição Federal e acrescidos pela Lei Orgânica do Município.",anual,Município,Início: 2008 - Atualmente,,O cálculo completo deste indicador está disponível no Demonstrativo de Receitas e Despesas com Educação no site da Secretaria Municipal de Planejamento Orçamento e Gestão da Prefeitura de São Paulo],Secretaria Municipal da Fazenda (SF),True
63,254.0,Número de casos de violência contra crianças e adolescentes,"[{""caractere"":""V0232"",""tipo"":""variavel""}]","Quanto maior for o número apurado, mais casos de crianças e adolescentes vítimas de violência doméstica ocorreram na cidade de São Paulo.",,,False,1,2019-09-03 14:32:02.739926,184147,1,,"Expressa o total de casos envolvendo crianças e adolescentes (0 e 17 anos) vítimas de violência. Considera-se como violência casos de: agressões física, psicológica, maus tratos e abandono.",Anual,Distrito; Município,Início: 2008 - atual,,"Os totais do município podem ser diferentes dos regionalizados, devido aos registros sem a identificação do local de residência.",Sistema de  Informações para Vigilância de Violências e Acidentes (SINAN); Secretaria Municipal da Saúde (SMS),True
64,321.0,Diferença percentual entre o rendimento do trabalho entre negros e não negros (%),"[{""caractere"":""("",""tipo"":""agregador""},{""caractere"":""V0333"",""tipo"":""variavel""},{""caractere"":""-"",""tipo"":""operador""},{""caractere"":""V0334"",""tipo"":""variavel""},{""caractere"":"")"",""tipo"":""agregador""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""V0334"",""tipo"":""variavel""},{""caractere"":""*"",""tipo"":""operador""},{""caractere"":""100"",""tipo"":""constante""}]",O indicador mostra as diferenças salariais entre os trabalhadores negros (as) e não negros (as).,,,False,1,2019-08-05 13:58:46.744350,184147,2,,Expressa a diferença de renda entre os trabalhadores negros(as) e não negros(as).,Anual,Município,Início: 2000 - atualmente,,Esse indicador mede a diferença em termos proporcionais entre os salários de trabalhadores negros(as) e não negros(as) na cidade de São Paulo.,Fundação Sistema Estadual de Análise de Dados (SEADE),True
65,320.0,Diferença percentual entre o rendimento do trabalho entre mulheres e homens (%),"[{""caractere"":""("",""tipo"":""agregador""},{""caractere"":""V0331"",""tipo"":""variavel""},{""caractere"":""-"",""tipo"":""operador""},{""caractere"":""V0332"",""tipo"":""variavel""},{""caractere"":"")"",""tipo"":""agregador""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""V0332"",""tipo"":""variavel""},{""caractere"":""*"",""tipo"":""operador""},{""caractere"":""100"",""tipo"":""constante""}]",Esse indicador mede a diferença em termos proporcionais entre os salários de trabalhadores homens e mulheres na cidade de São Paulo.,,,False,1,2019-08-05 13:59:16.683386,184147,2,,Esse indicador mede a diferença em termos proporcionais entre os salários de trabalhadores homens e mulheres na cidade de São Paulo,Anual,Município,Início: 2001 - atualmente,,,Fundação Sistema Estadual de Análise de Dados (SEADE),True
66,217.0,Notas Fiscais Eletrônicas emitidas (em milhões R$),"[{""caractere"":""V0173"",""tipo"":""variavel""}]",Exprime a quantidade de notas fiscais eletrônicas emitidas. Quanto mais alto este indicador mais notas fiscais eletrônicas foram emitidas.,,,False,1,2019-08-02 16:57:42.255100,184144,2,,Quantidade de notas fiscais eletrônicas emitidas.,Anual,Município,Início: 2006 - atualmente,,Não foram consideradas as notas fiscais canceladas.,Secretaria Municipal da Fazenda (SF),True
67,219.0,Preço médio das diárias em hotéis (R$),"[{""caractere"":""V0219"",""tipo"":""variavel""}]","Valor médio das diárias de apartamentos no setor hoteleiro. 
Quanto mais elevado for este indicador, mais elevado está o preço médio das diárias em habitações do setor hoteleiro.
Obs.: os valores apresentados não possuem aplicação de índice inflacionário.",,,False,1,2019-08-02 17:02:25.121369,184144,2,,"Diárias médias em hotéis (não são considerados hosteis).
Acompanhamento do valor médio cobrado pelos meios de hospedagem da cidade de São Paulo por diária utilizada pelo hóspede.",anual,município,Início: 2005 - Atualmente,,"Consulta direta a todas as unidades hoteleiras do município de São Paulo, cadastradas na SPTuris, com amostra mínima de 30% do total disponível (para fechamento da amostra).
Obs.: os valores apresentados não possuem aplicação de índice inflacionário.",São Paulo Turismo S/A (SPTuris),True
68,220.0,Preço médio das diárias em hotéis (R$) - fins de semana,"[{""caractere"":""V0220"",""tipo"":""variavel""}]","Valor médio das diárias de apartamentos no setor hoteleiro nos finais de semana e feriados. 
Quanto mais elevado for este indicador, mais elevado está o preço médio das diárias nos finais de semana em habitações do setor hoteleiro.
Obs.: os valores apresentados não possuem aplicação de índice inflacionário.",,,False,1,2019-08-02 17:04:23.859749,184144,2,,"Diárias médias em hotéis em finais de semana e feriados 
(não são considerados hosteis).
Acompanhamento do valor médio cobrado pelos meios de hospedagem da cidade de São Paulo por diária utilizada pelo hóspede.",anual,Município,Início: 2012 - Atualmente,,"Consulta direta a todas as unidades hoteleiras do município de São Paulo, cadastradas na SPTuris, com amostra mínima de 30% do total disponível (para fechamento da amostra).
Obs.: os valores apresentados não possuem aplicação de índice inflacionário.",São Paulo Turismo S/A (SPTuris),True
69,311.0,Número de famílias em situação de extrema pobreza (até 1/4 de salário mínimo per capita),"[{""caractere"":""V0316"",""tipo"":""variavel""}]","Representa a quantidade de famílias sem rendimentos e famílias com rendimento per capita de até 1/4 de salário mínimo. Esse dado representa a quantidade de famílias que estão em situação de extrema pobreza, no município de São Paulo.",,,False,3,2019-08-12 15:10:17.609051,184147,2,,"Quantidade de famílias com renda de até 1/4 salário mínimo per capita, caracterizando situação de extrema pobreza.",anual,Município,Início: 2012 - atualmente,,"A estimativa do MDS sofre atualização decenal, em função do Censo Demográfico (IBGE) que é realizado a cada 10 anos",Secretaria Municipal de Assistência e Desenvolvimento Social (SMADS); Instituto Brasileiro de Geografia e Estatística (IBGE),True
70,399.0,[ODS 01.04] Renda municipal detida pelas pessoas 20% mais pobres,"[{""caractere"":""V0417"",""tipo"":""variavel""}]","trata-se da apreensão da renda total de todas as faixas salariais do município, dividida pelos 20% mais pobres",,,False,1,2020-04-15 14:26:46.396018,184147,2,,,Decenal,Município,Inicio: 1991 - 2010,,,Censo Demográfico (IBGE) ,False
71,221.0,Orçamento empenhado com Saúde - referência mínimo constitucional (%),"[{""caractere"":""("",""tipo"":""agregador""},{""caractere"":""V0182"",""tipo"":""variavel""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""V0181"",""tipo"":""variavel""},{""caractere"":"")"",""tipo"":""agregador""},{""caractere"":""*"",""tipo"":""operador""},{""caractere"":""100"",""tipo"":""constante""}]","Este indicador permite visualizar se a Prefeitura de São Paulo está respeitando a participação mínima das despesas com ações e serviços públicos de saúde, dentre a arrecadação dos impostos (Art.156, 158 e 159 - Constituição Federal.).  A aplicação mínima de 15% está expressa na Lei Complementar 141/2012, que regulamenta a Emenda Constitucional 29/00.",,,False,1,2019-08-02 17:07:37.366351,184144,2,,"Participação dos recursos públicos destinados à promoção, proteção e recuperação da saúde dentre as receitas provenientes de impostos. Este valor é o mesmo do cômputo oficial da Prefeitura de São Paulo (ver nota técnica) para averiguar o cumprimento dos limites mínimos estabelecidos pela Constituição Federal.",anual,Município,Início: 2008 - Atualmente,,,Secretaria Municipal da Fazenda (SF),True
